vr_id,Kavaler_id,Kavaler_eid,VR_Nr,Liik_ja_järk,Otsus_kp,Otsus_tekst,Täpsustus
VRA-1978,VRK-1544,66eabcf02e92de098dfcced9,1978,II/3,1920-02-21,"7 jalawäe polgu 1 pataljoni ülemale, alamleitnant Herbert Ado p. MAURER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 31 jaanuaril 1919 a. Mjassowitsi külas.",
VRA-1979,VRK-1598,66eabcf72e92de098dfcd1a6,1979,II/3,1920-02-21,"7 jalawäe polgu 4 roodu ülemale alamleitnant Andres Antoni p MIRKA’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 31 jaanuaril 1919 a. Kiisa ja Holwandi külade waldamisel.",
VRA-1980,VRK-3041,66eabdd92e92de098dfd1ac7,1980,II/3,1920-02-21,"7 jalawäe polgu kuulipildujate roodu ülemale, alamleitnant August Mardi p. WILLUP’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 31 jaanuaril 1919 a. Lutsu küla waldamisel ja 1 weebruaril 1919 a. Parsi mõisa juures.",
VRA-1981,VRK-0754,66eabc662e92de098dfca6fb,1981,II/3,1920-02-21,"7 jalawäe polgu 3 roodu ülemale, lipnik Jaan Jaagu p. KADAK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 weebruaril 1919 a. Pnewo külas.",
VRA-1982,VRK-0068,66eabbef2e92de098dfc8473,1982,II/3,1920-02-21,"7 jalawäe polgu 1 roodu reamehele Martin Jüri p. ALT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 6 märtsil 1919 a. Boroki külas.",
VRA-1983,VRK-2407,66eabd752e92de098dfcfac5,1983,II/3,1920-02-21,"7 jalawäe polgu 3 roodu kapralile Otto Jaani p. PETERSON’ile, hinnates wahwust, mis Teie ülesnäitanud luurkäigul 25 märtsil 1919 a. Margo küla juures.",
VRA-1984,VRK-1562,66eabcf22e92de098dfccfe0,1984,II/3,1920-02-21,"7 jalawäe polgu 3 roodu wanemale alamohwitserile Johan Mardi p. MEEKLER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 jaanuaril 1919 a. Müüsleri juures.",
VRA-1985,VRK-0278,66eabc0f2e92de098dfc8f1e,1985,II/3,1920-02-21,"7 jalawäe polgu 4 roodu reamehele Erich Otto p. EIBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 4 märtsil 1919 a. Orawa mõisa all.",
VRA-1986,VRK-2937,66eabdc82e92de098dfd1571,1986,II/3,1920-02-21,"7 jalawäe polgu 7 roodu ülemale lipnik Johan Mardi p WAIGO’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 9 mail 1919 a. Kalkutino küla all.",
VRA-1987,VRK-0516,66eabc372e92de098dfc9b0e,1987,I/3,1920-03-26,"Ameerika Punase Risti kaptenile L. W. HENDERSON’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimise ja korraldamise töös.",
VRA-1988,VRK-2030,66eabd3b2e92de098dfce77a,1988,I/3,1920-03-26,"Ameerika Punase Risti kaptenile Georg POLLATTS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimise ja korraldamise töös.",
VRA-1989,VRK-2839,66eabdb92e92de098dfd109e,1989,I/3,1920-03-26,"Ameerika Punase Risti kaptenile Lewis R. TRYON’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimise ja korraldamise töös.",
VRA-1990,VRK-3087,66eabde22e92de098dfd1d10,1990,I/3,1920-03-26,"Ameerika Punase Risti kaptenile J. Atwood WHITAKER’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimise ja korraldamise töös.",
VRA-1991,VRK-2254,66eabd5e2e92de098dfcf2e6,1991,I/3,1920-03-26,"Ameerika Punase Risti kaptenile H. C. RINDGE’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimise ja korraldamise töös.",
VRA-1992,VRK-1531,66eabcee2e92de098dfcce59,1992,I/3,1920-03-26,"Ameerika Punase Risti kaptenile S. P. MASSEY’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-1993,VRK-0203,66eabc052e92de098dfc8b51,1993,I/3,1920-03-26,"Ameerika Punase Risti kaptenile Jay F. BROVNE’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti sõjawäe sanitaar-asutuste organiseerimise ja korraldamise töös.",
VRA-1994,VRK-1472,66eabce52e92de098dfccb4d,1994,I/3,1920-03-26,"Ameerika Punase Risti Majorile J. V. MALCOLM’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-1995,VRK-0212,66eabc062e92de098dfc8b96,1995,I/3,1920-03-26,"Ameerika Punase Risti leitnandile Lee D. BUTLER’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti sõjawäe sanitaar-asutuste organiseerimise ja korraldamise töös.",
VRA-1996,VRK-2545,66eabd892e92de098dfd01a1,1996,I/3,1920-03-26,"Ameerika Punase Risti leitnandile Willard G. SMITH’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-1997,VRK-2267,66eabd602e92de098dfcf3a9,1997,I/3,1920-03-26,"Ameerika Punase Risti leitnandile B. G. ROGERS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-1998,VRK-1715,66eabd0b2e92de098dfcd7be,1998,I/3,1920-03-26,"Ameerika Punase Risti leitnandile Hugo R. NORBECK’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-1999,VRK-1231,66eabcc12e92de098dfcbf1e,1999,I/3,1920-03-26,"Ameerika Punase Risti leitnandile Raoul De LASSUS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2000,VRK-0220,66eabc072e92de098dfc8c12,2000,I/3,1920-03-26,"Ameerika Punase Risti leitnandile David CAZ’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2001,VRK-0893,66eabc812e92de098dfcae1a,2001,I/3,1920-03-26,"Ameerika Punase Risti leitnandile W. KAY’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud oma wäsimata kaastööga Eesti sõjawäe sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2002,VRK-0525,66eabc392e92de098dfc9b92,2002,I/3,1920-03-26,"Arst Maunu af HEURLIN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2003,VRK-1190,66eabcba2e92de098dfcbd12,2003,I/3,1920-03-26,"Halastaja õde Agnes LAGERSTRÖM’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2004,VRK-0807,66eabc712e92de098dfca9c7,2004,I/3,1920-03-26,"Arst Ilmari KALPA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2005,VRK-2314,66eabd672e92de098dfcf5f3,2005,I/3,1920-03-26,"Welsker RUNKO’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2006,VRK-2021,66eabd3a2e92de098dfce6f8,2006,I/3,1920-03-26,"Halastaja õde Kyllikki POHJALA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2007,VRK-0098,66eabbf52e92de098dfc8600,2007,I/3,1920-03-26,"Halastaja õele Suoma PENTTILÄ’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2008,VRK-2778,66eabdae2e92de098dfd0d8f,2008,I/3,1920-03-26,"Halastaja õele TOIWONEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2009,VRK-0327,66eabc1a2e92de098dfc9169,2009,I/3,1920-03-26,"Halastaja õele ESKELINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2010,VRK-0206,66eabc052e92de098dfc8b52,2010,I/3,1920-03-26,"Halastaja õele BURGMAN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2011,VRK-1837,66eabd1c2e92de098dfcddd3,2011,I/3,1920-03-26,"Halastaja õele Anni PÅHLSSON’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2012,VRK-2176,66eabd532e92de098dfceed8,2012,I/3,1920-03-26,"Haigerawitseja Maija RAUTANEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2013,VRK-2466,66eabd7e2e92de098dfcfd92,2013,I/3,1920-03-26,"Sanitar Aappo SEPPÄLÄ’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2014,VRK-1564,66eabcf22e92de098dfccfde,2014,I/3,1920-03-26,"Arst MELARTIN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2015,VRK-0797,66eabc6f2e92de098dfca944,2015,I/3,1920-03-26,"Arstiteaduse kandidaadile KALLIOINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2016,VRK-0546,66eabc3d2e92de098dfc9c93,2016,I/3,1920-03-26,"Halastaja õele HIPPIUS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2017,VRK-2131,66eabd4c2e92de098dfcec8e,2017,I/3,1920-03-26,"Halastaja õele Dagmar RUIN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede Sanitaar-asutuste organiseerimisel ja korraldamisel.",
VRA-2018,VRK-1371,66eabcd52e92de098dfcc637,2018,I/3,1920-08-24,"Kindral LODE’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Daani abiwägede organiseerimisel ja korraldamisel.",
VRA-2019,VRK-3081,66eabde12e92de098dfd1cd1,2019,I/3,1920-08-24,"Pangadirektorile Aage WESTENHOLZ’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Daani abiwägede organiseerimisel ja korraldamisel.",
VRA-2020,VRK-0355,66eabc1f2e92de098dfc92ec,2020,I/3,1920-05-14,"Dr. Jenny af FORSELLES’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2021,VRK-0654,66eabc542e92de098dfca1ea,2021,I/3,1920-05-14,"Proua Hilda JALASMAA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2022,VRK-0366,66eabc202e92de098dfc9370,2022,I/3,1920-05-14,"Proua Minna FRISK’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2023,VRK-2086,66eabd462e92de098dfcea48,2023,I/3,1920-05-14,"Proua Sanni PUOLANNE’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2024,VRK-1392,66eabcd92e92de098dfcc73d,2024,I/3,1920-05-14,"Proua Siwiä LOUHIWUORI’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2025,VRK-0526,66eabc392e92de098dfc9b90,2025,I/3,1920-05-14,"Neiu Paula af HEURLIN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2026,VRK-1285,66eabcca2e92de098dfcc1e7,2026,I/3,1920-05-14,"Magister Erkki LEPISTÖ’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2027,VRK-2522,66eabd862e92de098dfd005e,2027,I/3,1920-05-14,"Härra Uuno SINERVA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2028,VRK-0570,66eabc432e92de098dfc9dd7,2028,I/3,1920-05-14,"Härra O. HOLMSTRÖM’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2029,VRK-1007,66eabc992e92de098dfcb3f2,2029,I/3,1920-05-14,"Härra Juho KOIWUKOSKI’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2030,VRK-1173,66eabcb72e92de098dfcbc51,2030,I/3,1920-05-14,"Leitnant Eero HEICKELL’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2031,VRK-2098,66eabd482e92de098dfceb07,2031,I/3,1920-05-14,"Õigusteadlasele V. PUUSTINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2032,VRK-0763,66eabc682e92de098dfca781,2032,I/3,1920-05-14,"Magister E. E. KAILA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2033,VRK-3072,66eabddf2e92de098dfd1c4d,2033,I/3,1920-05-14,"Magister Eino WÄLIKANGAS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2034,VRK-1733,66eabd0d2e92de098dfcd880,2034,II/3,1920-03-26,"Sõdurile Eino NUUTINMÄKI’le, hinnates wahwust, mis Teie ülesnäitanud Eesti Wabadussõjas.",
VRA-2035,VRK-2273,66eabd612e92de098dfcf3ea,2035,II/3,1920-03-26,"Sõdurile Eino RÖNNLUND’ile, hinnates wahwust, mis Teie ülesnäitanud Eesti Wabadussõjas.",
VRA-2036,VRK-1663,66eabd012e92de098dfcd4f3,2036,I/3,1920-05-14,"Direktor Hannes MYLLYLÄ’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2037,VRK-1753,66eabd102e92de098dfcd983,2037,I/3,1920-05-14,"Dr. Heikki OJANSUU’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2038,VRK-0981,66eabc922e92de098dfcb26b,2038,I/3,1920-05-14,"Magister Heikki KLEMETTI’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2039,VRK-2381,66eabd712e92de098dfcf943,2039,I/3,1920-05-14,"Dr. V. SALMINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2040,VRK-0922,66eabc862e92de098dfcaf9e,2040,I/3,1920-05-14,"Proua Hilja KETTUNEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2041,VRK-0119,66eabbf82e92de098dfc86fe,2041,I/3,1920-05-14,"Magister Ilmari AUER’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2042,VRK-1813,66eabd182e92de098dfcdc91,2042,I/3,1920-05-14,"Toimetaja Einar OTTELIN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2043,VRK-0316,66eabc182e92de098dfc90e4,2043,I/3,1920-05-14,"Proua Maissi ERKKO’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2044,VRK-3108,66eabde52e92de098dfd1e51,2044,I/3,1920-05-14,"Proua Agnes VUORENHEIMO’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2045,VRK-0428,66eabc292e92de098dfc967c,2045,I/3,1920-05-14,"Neiu Lyyli HAGAN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2046,VRK-3116,66eabde62e92de098dfd1e92,2046,I/3,1920-05-14,"Neiu Toini-Yrjö KOSKINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2047,VRK-0356,66eabc1f2e92de098dfc92f0,2047,I/3,1920-05-14,"Neiu Hilma FORSMANN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2048,VRK-1197,66eabcbc2e92de098dfcbd96,2048,I/3,1920-05-14,"Neiu Sandra LAIHIA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2049,VRK-2854,66eabdbc2e92de098dfd1163,2049,I/3,1920-05-14,"Dr. Toivo TUOMINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2050,VRK-0797,66eabc6f2e92de098dfca944,2050,I/3,1920-05-14,"Dr. Lauri KALLIOINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2051,VRK-0221,66eabc072e92de098dfc8c13,2051,I/3,1920-05-14,"Dr. Elias CEDERBERG’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abivägede organiseerimisel ja korraldamisel.",
VRA-2052,VRK-2710,66eabda32e92de098dfd0a04,2052,I/3,1920-05-14,"Neiu Aili TARKKA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2053,VRK-1362,66eabcd42e92de098dfcc5bc,2053,I/3,1920-05-14,"Proua Anna LIPPONEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2054,VRK-0554,66eabc3e2e92de098dfc9cd5,2054,I/3,1920-05-14,"Neiu Wera HJELT’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2055,VRK-0530,66eabc3a2e92de098dfc9bd3,2055,I/3,1920-05-14,"Härra Hannes HILDEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2056,VRK-1760,66eabd122e92de098dfcda06,2056,I/3,1920-05-14,"Härra Olli OKSANEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2057,VRK-2750,66eabda92e92de098dfd0c0c,2057,I/3,1920-05-14,"Härra Pekka THURE’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2058,VRK-0330,66eabc1b2e92de098dfc91aa,2058,I/3,1920-05-14,"Proua N. ESKOLA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2059,VRK-1320,66eabccf2e92de098dfcc3ac,2059,I/3,1920-05-14,"Proua Sofia LILLE’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2060,VRK-0831,66eabc762e92de098dfcab0e,2060,I/3,1920-05-14,"Härra Artturi KÄPY’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2061,VRK-3017,66eabdd52e92de098dfd197f,2061,I/3,1920-05-14,"Härra Emil VESTERINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2062,VRK-0598,66eabc492e92de098dfc9f1d,2062,I/3,1920-05-14,"Õpetaja K. W. HURMERINTA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2063,VRK-1042,66eabc9f2e92de098dfcb5b5,2063,I/3,1920-05-14,"Lipnik Y. KORHONEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2064,VRK-2990,66eabdd12e92de098dfd1839,2064,I/3,1920-05-14,"Neiu Elma AHOVAARA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2065,VRK-1496,66eabce92e92de098dfccc91,2065,I/3,1920-05-14,"Neiu Ella MANNER’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2066,VRK-2036,66eabd3c2e92de098dfce7ba,2066,I/3,1920-05-14,"Härra Arvid PONSI’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2067,VRK-2499,66eabd832e92de098dfcff59,2067,I/3,1920-05-14,"Neiu Helga SILEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2068,VRK-1263,66eabcc72e92de098dfcc0e2,2068,I/3,1920-05-14,"Neiu Aili LEHTO’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2069,VRK-2512,66eabd842e92de098dfcffdd,2069,I/3,1920-05-14,"Neiu Aili LINDROTH’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2070,VRK-0904,66eabc832e92de098dfcae9d,2070,I/3,1920-05-14,"Magister Lassi KEMILÄINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2071,VRK-1707,66eabd092e92de098dfcd73e,2071,I/3,1920-05-14,"Härra NISKANEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2072,VRK-2831,66eabdb72e92de098dfd101b,2072,I/3,1920-05-14,"Dr. A. TROUPP’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2073,VRK-0390,66eabc242e92de098dfc94b4,2073,I/3,1920-05-14,"Proua Lydia GÖÖS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2074,VRK-0700,66eabc5d2e92de098dfca432,2074,I/3,1920-05-14,"Kapten JUHNEVICTZ’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2075,VRK-0616,66eabc4c2e92de098dfca021,2075,I/3,1920-05-14,"Härra Väinö IKONEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2076,VRK-1233,66eabcc22e92de098dfcbf65,2076,I/3,1920-05-14,"Pangadirektor M. LATWA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2077,VRK-0796,66eabc6f2e92de098dfca945,2077,I/3,1920-05-14,"Dr. Topi KALLIO’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2078,VRK-2242,66eabd5d2e92de098dfcf265,2078,I/3,1920-05-14,"Lektor W. H. JÄRWINEN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
VRA-2079,VRK-1978,66eabd342e92de098dfce4ef,2079,I/3,1920-05-14,"Kooliõpetaja M. PIHKALA’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti wabaduswõitluses Soome abiwägede organiseerimisel ja korraldamisel.",
