eid,mille_eest
66d8793bf2daf46b31452fb2,"hinnates kodanlisi teeneid, mis vanem teemeister Aleksander GOLUBEV Eesti Vabariigi vastu üles näidanud Vabadussõjas, võttes osa soomusrongide operatsioonidest lahinguliinil ja parandades ettetulnud teede ja sildade rikked"
66d8793bf2daf46b31452faf,"hinnates kodanlisi teeneid, mis vedurijuhi abi Aleksander Gustavi p. RIIK Eesti Vabariigi vastu üles näidanud, päästes 28. novembril 1918 kaubarongi enamlaste käest, sellega Narvast Tallinna sihis välja sõites"
66d8793bf2daf46b31452fb0,"hinnates kodanlisi teeneid, mis vedurijuhi abi Villem Mihkli p. ADISSO Eesti Vabariigi vastu üles näidanud, päästes 28. novembril 1918 kaubarongi enamlaste käest, sellega Narvast Tallinna sihis välja sõites"
66d8793bf2daf46b31452fb1,"hinnates kodanlisi teeneid, mis vedurijuht Tõnis Jüri p. LOSSMANN Eesti Vabariigi vastu üles näidanud 28. novembril 1918 a. päästes enamlaste käest rongi"
66d87950f2daf46b31453c84,"hinnates kodanlisi teeneid, mis Viscount Robert CECIL Eesti Vabariigi vastu üles näidanud"
66d87944f2daf46b31453554,"hinnates sõjalisi teeneid, mis 1. Jalaväepolgu vanemarst Evald KIRNMANN Eesti Vabadussõjas üles näidanud lahingutes Landeswehriga, kus esimest abi isiklikult andis. Väsimata ja vilunud arstina suutis tema 1. Jalaväepolgu sõjaväelaste tervislist seisukorda heas korras hoida"
66d87944f2daf46b31453550,"hinnates sõjalisi teeneid, mis 1. Suurtükiväepolgu 2. patarei leitnant August KINGO Eesti Vabariigi vastu üles näidanud, kui nooremohvitser, hiljem vanemohvitser ja majandusülem ning patarei ülema kt arvukates lahingutes oma ülesandeid kohusetruult ja väga korralikult täites"
66d87943f2daf46b314534c8,"hinnates sõjalisi teeneid, mis 2. Diviisi komandandi roodu ning Tartu Kooliõpilaste Pataljoni noorema ohvitseri kohustetäitja nooremallohvitser Julius KEERBERG Eesti Vabariigi vastu üles näidanud osutades erilist julgust, kohusetruudust ja algatusvõimet, eriti Sänna lahingus"
66d87945f2daf46b31453603,"hinnates sõjalisi teeneid, mis 2. Diviisi suurtükiväe patarei Nr. 7 ülem kapten Arthur TENNO Eesti Vabariigi vastu üles näidanud Vabadussõjas, kus organiseeris Väljapatarei Nr. 10, oli hiljem patarei Nr 7 ülem ning oma hää laskmisega aitas jalaväele nii mitmedki võidud saavutada"
66d87944f2daf46b31453524,"hinnates sõjalisi teeneid, mis 2. jalaväepolgu leitnant Richard MAIM Eesti Vabariigi vastu üles näidanud polgu majandusülemana, pannes oma väsimata tööga kindla aluse polgu majandusele ning töötades katkematu hooga, aidates polgu majandusliku korralikkusega kaasa vaenlase võitmisele"
66d87945f2daf46b31453604,"hinnates sõjalisi teeneid, mis 3. Diviisi tagavarapataljoni õppekomando ülem kapten Jaan PUUSILD Eesti Vabariigi vastu üles näidanud lahingutes 27. aprillist kuni 1. maini 1919 Ruhja alevi ja mõisa vallutamisel ning Landeswehri operatsioonides Loode jaamast kuni Rodenpoisi jaamani juuni ja juuli kuudel 1919"
66d87945f2daf46b314535d6,"hinnates sõjalisi teeneid, mis 4. jalaväepolgu kapten Karl NARITS Eesti Vabariigi vastu üles näidanud, olles polgu sidekomando ülemaks ning juhtides suure eduga kogu Vabadussõja aja nii et polgul kogu aeg telefoniühendus kindel oli"
66d87945f2daf46b314535ac,"hinnates sõjalisi teeneid, mis 4. jalaväepolgu majandusülem kapten Valter LENTS Eesti Vabariigi vastu üles näidanud, kui polgu majandust korda seadis nii, et polk oli alati õigel ajal ja korralikult varustatud"
66d87946f2daf46b3145365e,"hinnates sõjalisi teeneid, mis 5. jalaväepolgu 2. pataljoni ülem kolonelleitnant August TRAKSMANN Eesti Vabariigi vastu üles näidanud juhtides lahinguid 4.–19. augustini 1919 Polotski raudteepiirkonnas Ostrovi rindel ja järgnevalt ka taganenud 6. jalaväepolgu liini oma kaitse alla võtmise eest"
66d87946f2daf46b3145365f,"hinnates sõjalisi teeneid, mis 5. jalaväepolgu pataljoniülem kolonelleitnant Anton LÕHMUS Eesti Vabariigi vastu üles näidanud 22. veebruaril 1919 juhtides vaenlase pealetungi tagasilöömist Narva linnale, samuti Pihkva valdamisel ja selle tagustes operatsioonides ning Pihkva kaitsmisel, niisama Isborski liinil, kus võttis osa mitmekordsest läbimurdest vaenlase väerinnast Velikaja jõe äärde 18. oktoobril 1919 ning vaenlase tagasilöömisel 20. oktoobril 1919"
66d87945f2daf46b314535a9,"hinnates sõjalisi teeneid, mis 5. Rakvere jalaväepolgu kapten Paul RAUS polgu majandusülemana Vabadussõja ajal Eesti Vabariigi vastu üles näidanud"
66d87944f2daf46b314534f6,"hinnates sõjalisi teeneid, mis 8. jalaväepolgu 1. roodu ülem noorem-leitnant Juhan MITT Eesti Vabariigi vastu üles näidanud lahingus 18. detsembril 1919 Vjaska küla all"
66d8794ff2daf46b31453c5a,"hinnates sõjalisi teeneid, mis Admirals of the Fleet Earl BEATTY Eesti Vabariigi vastu üles näidanud"
66d87944f2daf46b3145357e,"hinnates sõjalisi teeneid, mis alam-kapten Alvin ADLER, Eesti Vabariigi vastu üles näidanud 3. suurtükiväepolgu 3. patarei formeerija ning väljapatarei nr 17 ülemana"
66d87944f2daf46b3145357c,"hinnates sõjalisi teeneid, mis alam-kapten Karl ZOLK Tartu kaitsepataljoni ja 8. jalaväepolgu adjutandina Eesti Vabariigi vastu ülesnäidanud"
66d87947f2daf46b31453713,"hinnates sõjalisi teeneid, mis alam-polkovnik Aleksander MYSZKOWSKI Eesti Vabariigi vastu üles näidanud"
66d87944f2daf46b31453551,"hinnates sõjalisi teeneid, mis alamkapten August ROSE Ratsapolgu ratsapatarei formeerija ning ülemana Vabadussõja ajal Eesti Vabariigi vastu üles näidanud"
66d87952f2daf46b31453dc4,"hinnates sõjalisi teeneid, mis Briti admirals of the Fleet Sir FREMANTLE Eesti Vabariigi vastu üles näidanud"
66d87950f2daf46b31453cde,"hinnates sõjalisi teeneid, mis Captain James VOLFE-MURRAY Eesti Vabariigi vastu üles näidanud"
66d87952f2daf46b31453dbf,"hinnates sõjalisi teeneid, mis Captain Vion de Malpas EGERTON Eesti Vabariigi vastu üles näidanud"
66d87947f2daf46b3145373f,"hinnates sõjalisi teeneid, mis commandant-lieutenant Jan STANKIEWICZ Eesti Vabariigi vastu üles näidanud"
66d87945f2daf46b314535ab,"hinnates sõjalisi teeneid, mis endine 1. Suurtükiväepolgu Väljapatarei Nr. 2 ülem alamkapten Jaan TÕNISSON Eesti Vabariigi vastu üles näidanud Pulkovo-Sala poolmõisa rajooni kaitsel novembris ja detsembris 1919"
66d87945f2daf46b314535aa,"hinnates sõjalisi teeneid, mis endine Korraldusvalitsuse rea jaoskonna ülem kapten Arthur MUTLI Eesti Vabariigi vastu üles näidanud Vabadussõja ajal oma püsiva töötahte ja kiire ning tabava otsustusvõimega ning täites ohvitseride puudusel Kindralstaabi ohvitseride tegevuspiirkonda kuuluvaid ülesandeid ootamata hästi"
66d8793af2daf46b31452f85,"hinnates sõjalisi teeneid, mis endine Kuperjanovi partisanide polgu ülem reserv kolonel-leitnant Jaan UNT Eesti Vabariigi vastu üles näidanud lahingutes 24.–25. mail 1919 Petseri liinil Vana-Irboska ja Pihkva valdamisel ning Landeswehri vastu 21. juunil 1919 Loode jaama piirkonnas ja 1. juulil 1919 Riia all Rennebergi-Hollershofi mõisa liinil"
66d87946f2daf46b31453632,"hinnates sõjalisi teeneid, mis endine Pärnu kaitsepataljoni side meeskonna ülem ja 9. jalaväepolgu adjutandi abi kapten Mart TUISK Eesti Vabariigi vastu üles näidanud suurte lahingute ajal Landeswehriga, kui polgu side meeskonna ülemana polgu side korras hoidis vaenlase kõva suurtüki tule all Lemsalu all 20. juunil 1919, Zarnikau all 1. juulil 1919 ja polguülema väga hea abilisena Punaväe vastu Aleksandrovskaja all 16.–23. novembrini 1919"
66d87945f2daf46b31453605,"hinnates sõjalisi teeneid, mis endine Võru Kaitsepataljoni ülem kapten August SARAPUU Eesti Vabariigi vastu üles näidanud väeosa formeerimisel ja edukal juhtimisel"
66d8794ff2daf46b31453c58,"hinnates sõjalisi teeneid, mis Field-Marshal Earl HAIG Eesti Vabariigi vastu üles näidanud"
66d8794af2daf46b314538d6,"hinnates sõjalisi teeneid, mis Härra Kapten Herbert TEPFERS Eesti Vabariigi vastu üles näidanud"
66d8794df2daf46b31453b1e,"hinnates sõjalisi teeneid, mis Härra Kindral DEBENEY Eesti Vabariigi vastu üles näidanud"
66d8794af2daf46b314538a9,"hinnates sõjalisi teeneid, mis Härra Kindral Martin PENIKIS Eesti Vabariigi vastu üles näidanud"
66d8794af2daf46b314538a6,"hinnates sõjalisi teeneid, mis Härra Kindral Peter RADSIN Eesti Vabadussõjas üles näidanud"
66d8794df2daf46b31453b1d,"hinnates sõjalisi teeneid, mis Härra Kindral WEYGAND Eesti Vabariigi vastu üles näidatud"
66d8794af2daf46b314538d4,"hinnates sõjalisi teeneid, mis Härra Kolonel Eduard LAIMINSCH Eesti Vabariigi vastu üles näidanud"
66d8794af2daf46b314538aa,"hinnates sõjalisi teeneid, mis Härra Kolonel Jakob RUSCHKEVITS Eesti Vabariigi vastu üles näidanud"
66d8794af2daf46b314538a8,"hinnates sõjalisi teeneid, mis Härra Kolonel Karl RAMAT Eesti Vabariigi vastu üles näidanud"
66d8794af2daf46b314538d5,"hinnates sõjalisi teeneid, mis Härra Kolonel Martin HARTMANN Eesti Vabariigi vastu üles näidanud"
66d8794df2daf46b31453b21,"hinnates sõjalisi teeneid, mis Härra leitnant-colonel ARCHEN Eesti Vabariigi vastu üles näidanud"
66d8794df2daf46b31453b20,"hinnates sõjalisi teeneid, mis Härra mereväe kapten VENNIN Eesti Vabariigi vastu üles näidatud"
66d87949f2daf46b3145387d,"hinnates sõjalisi teeneid, mis Härra Mereväe-kapten krahv Archibald KEYSERLING Eesti Vabariigi vastu üles näidanud"
66d8793af2daf46b31452f84,"hinnates sõjalisi teeneid, mis Hüdrograafia osakonna ülem kolonel Jakob PREI Eesti Vabariigi vastu üles näidanud organiseerides merelaevastikule puuduvate merekaartide valmistamise Kaporje operatsiooni ajaks, samuti Miinisadama kaartide valmistamise, mis võimaldas selle rajooni sõjaliseks otstarbeks ära kasutada"
66d87945f2daf46b314535d9,"hinnates sõjalisi teeneid, mis I Tallinna sõjaväehaigla ja Kopli sõjaväehaigla kirurg sanitaarkapten Otto SCHILLING Eesti Vabariigi vastu üles näidanud, kes kõige rohkem operatsioone sõja ajal teinud, kus tuhanded haavatud on temalt abi saanud, paljudele oma osavuse ja hoole tõttu elupäästjaks olnud"
66d87945f2daf46b31453607,"hinnates sõjalisi teeneid, mis kapten August ARON Eesti Vabariigi vastu üles näidanud juhtides 8. Kindluse patarei ülemana isiklikult eelliini vaatepunktidest, vaenlase tule all novembris ja detsembris 1919 oma batarei tegevust ja hävitades sagedasti tabava suurtüki tulega vaenlaste ahelaid"
66d87945f2daf46b314535da,"hinnates sõjalisi teeneid, mis kapten August TOMANDER Eesti Vabariigi vastu üles näidanud 1. jalaväepolgu kuulipildujate roodu formeerija ning ülemana edukates võitlustes oma rooduga juba esimeses lahingus 4. jaanuaril 1919 Jägala lähedal Külmhallikul, kus pandi seisma punaste pealetung ja sunniti neid taganema. Kogu pealetungi ajal Tallinnast kuni Narvani korraldas omal algatusel kuulipildujate õppusi, alatasa täiendades ja suurendades kuulipildujate roodu"
66d87945f2daf46b314535af,"hinnates sõjalisi teeneid, mis kapten Eduard FREUDENSTEIN Eesti Vabariigi vastu üles näidanud Narva linna komandandina, oma kindla käe, hea organiseerimisvõime, suure energia ja väsimata tööga hea korra kindlustamisel Narvas"
66d87945f2daf46b31453606,"hinnates sõjalisi teeneid, mis kapten Eduard SAAR Eesti Vabariigi vastu üles näidanud 3. jalaväepolgu 1. kuulipildujate roodu ülemana Helme mõisa all 17. jaanuaril 1919 a., Varna alevi juures 20. mail 1919 a. Ja Ronneburgi alevi piirkonnas Kikuri talu juures 21. juunil 1919 a., kus ise ka raskelt haavata sai"
66d87947f2daf46b31453740,"hinnates sõjalisi teeneid, mis kapten Eugenius HINTERHOFF Eesti Vabariigi vastu üles näidanud"
66d87947f2daf46b3145376c,"hinnates sõjalisi teeneid, mis Kapten Michal TALIKOWSKI Eesti Vabariigi vastu üles näidanud"
66d87945f2daf46b314535d7,"hinnates sõjalisi teeneid, mis kapten Oskar KURVITS Eesti Vabariigi vastu üles näidanud Laiarööpalise soomusrongi „Kapten Irv“ majandusala korraldamisel Vabadussõjas"
66d87946f2daf46b31453660,"hinnates sõjalisi teeneid, mis kapten-leitnant Aleksander MALEVITSCH Eesti Vabariigi vastu üles näidanud miiniasjanduse eriteadlasena seades korda miinid, nii et Kroonlinna ümbrust mineerides nende miinidega vahejuhtumeid ette ei tulnud. Vaenlane kaotas miiniväljade peal 3 laeva, mis nende laevastiku tegevuse halvas"
66d87946f2daf46b31453630,"hinnates sõjalisi teeneid, mis kapten-major Joosep PRUUN Eesti Vabariigi vastu üles näidanud Traalimise asjanduse ülema käsutuses traaleri komandos hiljem traalerite divisjoni revidendina, kus võttis agaralt osa traalerite divisjoni organiseerimisest, traalerite parandamisest ja asja tundvate mereväelastega komplekteerimisest"
66d87946f2daf46b31453654,"hinnates sõjalisi teeneid, mis kaptenmajor Paul GERRETZ Vabadussõja ajal Merejõudude Staabi Tehnika ja Varustuse Ametis laevaehituse insenerina Eesti Vabariigi vastu üles näidanud juhtides kõikide laevade parandust kerede alal ning lisaks veel mõned tööd soomusrongide jaoks"
66d87943f2daf46b314534cc,"hinnates sõjalisi teeneid, mis Karl VILLEMI Eesti Vabariigi vastu üles näidanud 1. Diviisi Eesrinna Sidumise Salga noorema, hiljem vanema arstina suurt organiseerimisvõimet ja suurt vilumust isiklikult haavatutele ja haigetele arstiabi andes"
66d87947f2daf46b3145373e,"hinnates sõjalisi teeneid, mis kindral Edmund KESSLER Eesti Vabariigi vastu üles näidanud"
66d87947f2daf46b3145376b,"hinnates sõjalisi teeneid, mis Kindral Edward RYDZ-SMIGLY Eesti Vabariigi vastu üles näidanud"
66d87946f2daf46b3145368e,"hinnates sõjalisi teeneid, mis kolonel Aleksander SIMON Eesti Vabariigi vastu üles näidanud Vabariigi Sõjakooli formeerija ja ülemana Vabadussõja kestel"
66d87947f2daf46b31453741,"hinnates sõjalisi teeneid, mis kolonel Bronislaw ZUK Eesti Vabariigi vastu üles näidanud"
66d8794af2daf46b314538d7,"hinnates sõjalisi teeneid, mis Kolonel Eduard AIRE Eesti Vabariigi vastu üles näidanud"
66d87946f2daf46b3145368a,"hinnates sõjalisi teeneid, mis kolonel Martin TERRAS Eesti Vabariigi vastu üles näidanud Suurtükiväe Valitsuse asutaja ja esimese ülema ning 3. Suurtükiväe Polgu ülemana Vabadussõja kestusel"
66d87947f2daf46b3145376e,"hinnates sõjalisi teeneid, mis kolonel Michal BAJER Eesti Vabariigi vastu üles näidanud"
66d87948f2daf46b3145376f,"hinnates sõjalisi teeneid, mis kolonel Rajmund BRZOZOWSKI Eesti Vabariigi vastu üles näidanud"
66d87947f2daf46b3145376d,"hinnates sõjalisi teeneid, mis kolonel Tadeusz KUTRZEBA Eesti Vabariigi vastu üles näidanud"
66d8794af2daf46b314538d3,"hinnates sõjalisi teeneid, mis kolonel-leitnant Hugo ROZENŠTEIN Eesti Vabariigi vastu üles näidanud"
66d87946f2daf46b3145368b,"hinnates sõjalisi teeneid, mis kolonel-leitnant Verner TROSSI Eesti Vabariigi vastu üles näidanud"
66d87944f2daf46b3145357f,"hinnates sõjalisi teeneid, mis Laiarööpalise soomusrongi „Kapten Irv“ kapten Karl ALBERG Eesti Vabariigi vastu üles näidanud, iseäranis lahingus Veschki jaama juures, kus organiseeris vastulöögi punastele mille tulemusena võeti 200 vangi ja hulk sõjavarustust"
66d87944f2daf46b3145354f,"hinnates sõjalisi teeneid, mis Laiarööpalise Soomusrongi Nr. 3 tehnikakomando ülem leitnant Julius KANNELAUD Eesti Vabariigi vastu üles näidanud energilise ja julge juhina igal pool esimene olles, sellega üles näidates eeskuju sõduritele, mis ülendavalt nende meeleolu pääle mõjus"
66d87944f2daf46b31453552,"hinnates sõjalisi teeneid, mis Leitnant Leonid TUTTELBERG Eesti Vabariigi vastu ülesnäidanud 1. Jalaväepolgu sapöörimeeskonna ülemana Narva liini kindlustamisel detsembris 1919"
66d87950f2daf46b31453cb1,"hinnates sõjalisi teeneid, mis Lord CAVAN Eesti Vabariigi vastu üles näidanud"
66d87946f2daf46b31453631,"hinnates sõjalisi teeneid, mis major Eduard MORLADT Eesti Vabariigi vastu üles näidanud"
66d87951f2daf46b31453d69,"hinnates sõjalisi teeneid, mis Major GOODDEN Eesti Vabariigi vastu üles näidanud"
66d87950f2daf46b31453cb3,"hinnates sõjalisi teeneid, mis Major H. W. C. LLOID Eesti Vabariigi vastu üles näidanud"
66d87946f2daf46b31453633,"hinnates sõjalisi teeneid, mis major Karl AINSON 2. Diviisi 1. brigaadi ülema staabi korraldaja ning operatsioonide läbiviijana märtsis 1919 Võru kaitsmisel ja maikuu algul Koscheljaha jaama, niisama Pihkva valdamisel maikuu lõpul ning järgnevate lahingute ajal Irboska liinil Eesti Vabariigi vastu üles näidanud"
66d87947f2daf46b31453742,"hinnates sõjalisi teeneid, mis major Waclaw JEDRZEJEWICZ Eesti Vabariigi vastu üles näidanud"
66d87944f2daf46b31453525,"hinnates sõjalisi teeneid, mis mereväe leitnant Gerhard LUKK Eesti Vabariigi vastu üles näidanud astudes novembris 1918 tegevusse, et suured veneaegsed laod saaksid ülevõetud ning pani vahid välja; teavitas Inglise laevastikku, kui 27.12.1918 Nõukogude miiniristleja Spartak (praegune Wambola) asus Aegnasaart pommitama, võimaldades seega inglastel laeva äravõtmist, komplekteeris meile üleantud Avtroili (praegune Lennuk) omal vastutusel meile ustavatest sõjavangidest, võimaldades seega laeval kolme päeva jooksul välja sõita ja vaenlase vastu tegevusse asuda"
66d87944f2daf46b31453523,"hinnates sõjalisi teeneid, mis mereväe noorem-leitnant Jaak FELDMANN Eesti Vabariigi vastu üles näidanud Aegnasaare Rannapatarei Nr. 1 soomustorni ülemana juhtides selle korda tegemist aprillis-mais 1919 ning lahinguvalmis seadmist vaenlase laevastiku vastu võitlemiseks ja pealinna kaitseks"
66d87943f2daf46b314534cb,"hinnates sõjalisi teeneid, mis Narva kaitseliitlaste salga pealik veltveebel Voldemar KONGA Eesti Vabadussõjas üles näidanud oma salgaga 28. novembril 1918 Narva kaitsmisel ja lahingus Vasknarva all ning 18. ja 26. detsembril 1918 Tallinnas kohalike punaste mässukatset maha surudes ja Maapäeva kaitse ajutiselt enda peale võttes. Salk osales Narva dessandis 17. jaanuaril 1919 Utria randa ning vallutas 18. jaanuaril 1919 koos soomlastega Narva-Jõesuu ja seejärel Narva"
66d87944f2daf46b31453522,"hinnates sõjalisi teeneid, mis noorem-leitnant Karl KORNEL Eesti Vabariigi vastu üles näidanud Valga Kaitse Liidu ja 2. Diviisi eraldi eskadroni ülema ning Valga linna ja maakonna komandandina"
66d87944f2daf46b31453526,"hinnates sõjalisi teeneid, mis Peipsi Rannakaitse Pataljoni ülem leitnant Hans PEDAK Eesti Vabariigi vastu üles näidanud pataljoni eduka formeerimise ja juhtimise eest ning lahingus 1. märtsil 1919 a., kus juhtis isiklikult pataljoni 1. roodu pealetungimist Võõpsust Beresje külale ja selle valdamist"
66d87943f2daf46b3145346f,"hinnates sõjalisi teeneid, mis reamees Johannes PALS Eesti Vabariigi vastu üles näidanud novembrikuus 1918 a., kui kooliõpilaste rühma organiseeris ja korrapidamisest Tallinnas elavalt osa võttis ja hädaohtlikul silmapilgul „Löögipataljoniga“ frondile kindral Tõnissoni käsutada sõitis"
66d87943f2daf46b31453441,"hinnates sõjalisi teeneid, mis reamees Karl-Arnold JALAKAS Eesti Vabariigi vastu üles näidanud novembrikuus 1918 a., kui kooliõpilaste rühma organiseeris ja korrapidamisest Tallinnas elavalt osa võttis ja hädaohtlikul silmapilgul „Löögipataljoniga“ frondile kindral Tõnissoni käsutada sõitis"
66d87949f2daf46b3145387f,"hinnates sõjalisi teeneid, mis reserv Ohvitseri asetäitja Härra Villem MUNTERS Eesti Vabariigi vastu üles näidanud"
66d87946f2daf46b31453661,"hinnates sõjalisi teeneid, mis sanitaar kolonel-leitnant Julius RENTER Eesti Vabariigi vastu üles näidanud 1. suurtükiväepolgu vanemarstina esimeste patareidega rindele sõites korraldas leidlikult arstiabi, suvel 1919 koos 1. patareiga osales vabatahtlikult Ingerimaal Koporje lahe dessandis ning korraldas arstiabi andmist, kui Narva väerinnal külgehakkavad haigused ja plekiline soetõbi lahti pääsesid asus ta kõige jõu ja energiaga selle vastu võitlema"
66d87945f2daf46b314535d8,"hinnates sõjalisi teeneid, mis sanitaarkapten Oskar PALU Eesti Vabariigi vastu üles näidanud Vabadussõjas 1. Suurtükiväepolgu 1. patarei ülemana Narva rindel ja Landeswehri vastu"
66d87952f2daf46b31453dc3,"hinnates sõjalisi teeneid, mis Secrtary of the War Office Winston CHURCILL Eesti Vabariigi vastu üles näidanud"
66d87944f2daf46b314534fa,"hinnates sõjalisi teeneid, mis sõjaväe ametnik Kornelius TIISLER Eesti Vabariigi vastu üles näidanud Võrumaal 1918. aasta lõpul ja 1919. aastal mobiliseerimise korraldajana Võru maakonna Rahvaväe registreerimisbüroo asjaajaja, Rahvaväe komisjoni sekretäri ja märtsist 1919 selle ülemana"
66d87944f2daf46b314534f5,"hinnates sõjalisi teeneid, mis sõjaväe ametniku asetäitja August MOKS Eesti Vabariigi vastu üles näidanud Tartu maakonna rahvaväelaste registreerimise büroo ülemana Vabadussõja kestel"
66d87944f2daf46b314534f7,"hinnates sõjalisi teeneid, mis sõjaväe-ametnik Jaan SILIKSAAR Eesti Vabariigi vastu ülesnäidanud Vabadussõja algul, kui 3. jalaväepolgu ülema abina organiseeris polgu majandusosakonna ning oli polgu voori formeerija ja polgu korraliku raamatupidamise looja ning hiljem polgu majandusülem kuni sõja lõpuni"
66d87948f2daf46b3145379b,"hinnates sõjalisi teeneid, mis Soome Kolonel K. B. HELSINGIUS Eesti Vabariigi vastu üles näidanud"
66d8793ff2daf46b314531fa,"hinnates sõjalisi teeneid, mis soomusauto „Vibuane“ ülem sõjaväe ametnik Julius KENDRA Eesti Vabariigi vastu üles näidanud: 1) kui vaenlane ähvardas vallutada Võru linna, valdas 24. aprillil 1919 punaste kindlustatud positsioonid Kubija veski juures ja tungis kuni Nursi mõisani, 2) kui vaenlane tahtis vallutada Valga linna, valdas vaenlase positsioonid ja tungis kuni Egle kõrtsini ja paiskas vaenlase üle Koiva jõe, 3) valdas 23. mail 1919 Pihkva operatsioonis Koschelki küla juures vaenlase kindlustatud positsioonid, tungis äkilise hävitusega Vana-Irboska alevi ja võttis oma alla, 4) 24. mail 1919 tungis Moglino mõisa, kus vaenlase soomusrongiga Trotski II tuld vahetas ja võitlust pidas kuni meie väed appi jõudsid, 5) 28. juulil 1919 Porhovi sihis Slavkovitsi alevisse sisse tungides murdus soomusautol telg, kuid vaenlase kinnipidamisega ja neid tagasi paisates ja ööseti tõste tööd jätkates ja 3 ööpärast autot päästes ja oma vägede juurde tagasi sõitis"
66d8794df2daf46b31453af7,"hinnates sõjalisi teeneid, mis Tema Ekstsellents Härra kindral Alfred BURT Eesti Vabariigi vastu üles näidanud"
66d8794df2daf46b31453aef,"hinnates sõjalisi teeneid, mis Tema Ekstsellents Härra Marschal FOCH Eesti Vabariigi vastu üles näidanud"
66d8794df2daf46b31453b1c,"hinnates sõjalisi teeneid, mis Tema Ekstsellents Härra Marschal PETAIN Eesti Vabariigi vastu üles näidatud"
66d8794cf2daf46b31453a6c,"hinnates sõjalisi teeneid, mis Tema Ekstsellents Härra Marshal Armando DIAZ, Duca della Vittoria, endine Itaalia sõjavägede ülemjuhataja Eesti Vabariigi vastu üles näidanud"
66d8794cf2daf46b314539f2,"hinnates sõjalisi teeneid, mis Tema Majesteet ALBERT I Belgia Kuningas Eesti Vabariigi vastu üles näidanud"
66d87952f2daf46b31453dec,"hinnates sõjalisi teeneid, mis Tema Majesteet Briti Kuningas GEORGE V Eesti Vabariigi vastu üles näidanud"
66d8794bf2daf46b31453988,"hinnates sõjalisi teeneid, mis Tema Majesteet Daani Kuningas CHRISTIAN X Eesti Vabariigi vastu üles näidanud"
66d87944f2daf46b31453580,"hinnates sõjalisi teeneid, mis vanem-leitnant Jaan KLAAR suurtükilaev „Lembit“ komandörina Eesti Vabariigi vastu üles näidanud veebruaris ja märtsis 1919 Saare ja Muhumaa mässu maha surumisel ning Kaporje operatsioonis Peipia sadamas sideme loomisel"
66d87944f2daf46b3145357d,"hinnates sõjalisi teeneid, mis vanemleitnant Benno GEBHARDT Eesti Vabadussõjas üles näidanud miiniristleja Lennuk vanema suurtükiväeohvitserina laeva mereoperatsioonides, sealhulgas Mereküla all ja Narva-Jõesuus ning Meresuurtükiväe asjanduse juhatajana jätkates meie pealinna kaitseks Merekindluste kordaseadmist"
66d87943f2daf46b314534c9,"hinnates sõjalisi teeneid, mis Viljandi kooliõpilaste roodu kapral Georg JÄRVEKÜLL Eesti Vabariigi vastu üles näidanud 26. mail 1919 a. Bukke karjamõisa ja Mellini jõe vahel asunud kaevikute ning Volmari linna valdamisel"
66d87943f2daf46b3145349f,"hinnates sõjalisi teeneid, mis Viljandi kooliõpilaste roodu kapral Hugo LASSEN Eesti Vabariigi vastu üles näidanud 24. mail 1919 a. Rantseni alevi all lahingus"
66d87943f2daf46b3145349e,"hinnates sõjalisi teeneid, mis Viljandi kooliõpilaste roodu kapral Jaak GREGOR Eesti Vabariigi vastu üles näidanud 26. mail 1919 a. Bukke karjamõisa ja Mellini jõe vahel asunud kaevikute ning Volmari linna valdamisel"
66d87943f2daf46b3145349c,"hinnates sõjalisi teeneid, mis Viljandi kooliõpilaste roodu reamees Aleksander KAIGAS Eesti Vabariigi vastu üles näidanud 24. mail 1919 a. Rantseni alevi all"
66d87943f2daf46b3145349b,"hinnates sõjalisi teeneid, mis Viljandi kooliõpilaste roodu reamees Arthur LOORITS Eesti Vabariigi vastu üles näidanud lahingus 24. mail 1919 a. Rantseni alevi all"
66d87943f2daf46b3145349d,"hinnates sõjalisi teeneid, mis Viljandi kooliõpilaste roodu reamees Karl ORMISSON Eesti Vabariigi vastu ülesnäidanud 26. mail 1919 a. Bukke karjamõisa ja Mellini jõe vahel asunud kaevikute ning Volmari linna valdamisel"
66d87943f2daf46b31453471,"hinnates sõjalisi teeneid, mis Viljandi kooliõpilaste roodu reamees Viktor ANDERSON Eesti Vabariigi vastu üles näidanud 26. mail 1919 a. Volmari kiriku tornist tulejuhtimise eest, mille ajal ise langes"
66d87943f2daf46b314534ca,"hinnates sõjalisi teeneid, mis Viljandi kooliõpilaste roodu vanem-allohvitser Reinhold HUNT Eesti Vabariigi vastu üles näidanud 26. mail 1919 a. Bukke karjamõisa ja Mellini jõe vahel asunud kaevikute ning Volmari linna valdamisel"
66d87946f2daf46b3145365d,"hinnates sõjalisi teeneid, mis Viljandi maakonna Rahvaväe ja Kaitse Liidu ülem major August SCHVARTS Eesti Vabariigi vastu üles näidanud Vabadussõja ajal Sisekaitse ülema abina"
66d87951f2daf46b31453d93,"hinnates sõjalisi teeneid, mis, Briti admirals of the Fleet Lord WEMISS Eesti Vabariigi vastu üles näidanud"
