Kavaler_EID,Surname,Forename,Name
66d84c89f2daf46b31443bb0,JÄRVINEN,Arvo Julius,"JÄRVINEN, Arvo Julius"
66d84c89f2daf46b31443bd4,JARAMO,Sulo Toivo,"JARAMO, Sulo Toivo"
66d84c89f2daf46b31443bd1,LAURIKKALA,Samuli,"LAURIKKALA, Samuli"
66d84c89f2daf46b31443bd2,HIETAKANGAS,Aarne Aleksander,"HIETAKANGAS, Aarne Aleksander"
66d84c89f2daf46b31443bd3,AHVENAINEN,Esa,"AHVENAINEN, Esa"
66d84c89f2daf46b31443bd5,KATAJAMÄKI,Kaarlo Ilmari,"KATAJAMÄKI, Kaarlo Ilmari"
66d84c89f2daf46b31443bf7,KAIHLANEN,Taavetti,"KAIHLANEN, Taavetti"
66d84c89f2daf46b31443bf6,TECKTOLIN,Vilho Oskar,"TECKTOLIN, Vilho Oskar"
66d84c89f2daf46b31443bf4,ELORANTA,Svante,"ELORANTA, Svante"
66d84c89f2daf46b31443bf5,SEPPÄLÄ,Kosti Johannes,"SEPPÄLÄ, Kosti Johannes"
66d84c89f2daf46b31443bf8,HAKALA,Kalle Antero,"HAKALA, Kalle Antero"
66d84c8af2daf46b31443c18,PUHAKKA,Kalle,"PUHAKKA, Kalle"
66d84c8af2daf46b31443c19,HYRKÄS,Uuno Abraham,"HYRKÄS, Uuno Abraham"
66d84c8af2daf46b31443c17,KUJALA,Vilhelm,"KUJALA, Vilhelm"
66d84c8af2daf46b31443c1a,PYYKÖNEN,Filip,"PYYKÖNEN, Filip"
66d84c8af2daf46b31443c1b,ROINE,Aarne Aleksanteri,"ROINE, Aarne Aleksanteri"
66d84c8af2daf46b31443c3d,JALKANEN,Aarno Emil,"JALKANEN, Aarno Emil"
66d84c8af2daf46b31443c3c,HUNNAKKO,Tuomas,"HUNNAKKO, Tuomas"
66d84c8af2daf46b31443c40,ENO,Juho Iivari,"ENO, Juho Iivari"
66d84c8af2daf46b31443c3a,SALO,Niilo Oskar,"SALO, Niilo Oskar"
66d84c8af2daf46b31443c3b,MÄKI,Vilho,"MÄKI, Vilho"
66d84c8af2daf46b31443c5f,JÄRVINEN,Lauri Oskar,"JÄRVINEN, Lauri Oskar"
66d84c8af2daf46b31443c5e,MAARANTA,Harras,"MAARANTA, Harras"
66d84c8af2daf46b31443c5d,HEINONEN,Väinö,"HEINONEN, Väinö"
66d84c8af2daf46b31443c60,PUNTILA,Hugo Evert,"PUNTILA, Hugo Evert"
66d84c8af2daf46b31443c62,TERVO,Yrjö Fredrik,"TERVO, Yrjö Fredrik"
66d84c8af2daf46b31443c84,KOUKKARI,Arvo,"KOUKKARI, Arvo"
66d84c8af2daf46b31443c80,SUOJOKI,Evert,"SUOJOKI, Evert"
66d84c8af2daf46b31443c81,SALINMÄKI,Otto Ensio,"SALINMÄKI, Otto Ensio"
66d84c8af2daf46b31443c82,PÖYRY,Albin,"PÖYRY, Albin"
66d84c8af2daf46b31443c83,TIUSANEN,Paulus,"TIUSANEN, Paulus"
66d84c8bf2daf46b31443ca3,LINDÉN,Kustaa Aadolf,"LINDÉN, Kustaa Aadolf"
66d84c8bf2daf46b31443ca8,MYKKÄNEN,Väinö Paavo,"MYKKÄNEN, Väinö Paavo"
66d84c8bf2daf46b31443ca4,OLANDER,Hugo Karl,"OLANDER, Hugo Karl"
66d84c8bf2daf46b31443ca6,SALTIN,Hilding Valdemar,"SALTIN, Hilding Valdemar"
66d84c8bf2daf46b31443ca5,HIRVONEN,Aarne Petter,"HIRVONEN, Aarne Petter"
66d84c8bf2daf46b31443cc7,VÄÄNÄNEN,August,"VÄÄNÄNEN, August"
66d84c8bf2daf46b31443cc6,FORSBERG,Aarne Rafael,"FORSBERG, Aarne Rafael"
66d84c8bf2daf46b31443cc8,SALMINEN,Uuno Vihtori,"SALMINEN, Uuno Vihtori"
66d84c8bf2daf46b31443ccc,LAITAMA,Viljo Mikko,"LAITAMA, Viljo Mikko"
66d84c8bf2daf46b31443cca,LIIMATTA,Paavo Otto,"LIIMATTA, Paavo Otto"
66d84c8bf2daf46b31443cec,HÄKKINEN,Topias,"HÄKKINEN, Topias"
66d84c8bf2daf46b31443ce9,HARTIKAINEN,Vilho,"HARTIKAINEN, Vilho"
66d84c8bf2daf46b31443ceb,SORRI,Teppo Alfred,"SORRI, Teppo Alfred"
66d84c8bf2daf46b31443cea,NURMIO,Armas Aarne,"NURMIO, Armas Aarne"
66d84c8bf2daf46b31443ced,KALLI,Arvi Brynolf,"KALLI, Arvi Brynolf"
66d84c8bf2daf46b31443d0f,KARES,Niilo Oskari,"KARES, Niilo Oskari"
66d84c8bf2daf46b31443d0d,EVELI,Yrjö Herman,"EVELI, Yrjö Herman"
66d84c8bf2daf46b31443d0e,MASTOSALO,Yrjö,"MASTOSALO, Yrjö"
66d84c8bf2daf46b31443d10,PAASIOKSA,Oiva Rikhard,"PAASIOKSA, Oiva Rikhard"
66d84c8bf2daf46b31443d0c,PETAS,Viljam Aleksander,"PETAS, Viljam Aleksander"
66d84c8cf2daf46b31443d32,KOSKINEN,Paavali Johannes,"KOSKINEN, Paavali Johannes"
66d84c8cf2daf46b31443d2f,HEDMAN,Alvar Edvard,"HEDMAN, Alvar Edvard"
66d84c8cf2daf46b31443d31,MIETTINEN,Eero,"MIETTINEN, Eero"
66d84c8cf2daf46b31443d34,RIIKONEN,Yrjö Armas,"RIIKONEN, Yrjö Armas"
66d84c8cf2daf46b31443d30,POTILA,Harald Sakeus,"POTILA, Harald Sakeus"
66d84c8cf2daf46b31443d55,ALANAPPA,Arvo Matti,"ALANAPPA, Arvo Matti"
66d84c8cf2daf46b31443d52,LAURÉN,Alfred Albin,"LAURÉN, Alfred Albin"
66d84c8cf2daf46b31443d53,SILTANEN,Heikki,"SILTANEN, Heikki"
66d84c8cf2daf46b31443d54,KIVINEN,Paavo Jalmari,"KIVINEN, Paavo Jalmari"
66d84c8cf2daf46b31443d56,LAVIKKA,Juhana,"LAVIKKA, Juhana"
66d84c8cf2daf46b31443d76,SUNI,Yrjö,"SUNI, Yrjö"
66d84c8cf2daf46b31443d75,SIHVONEN,Matti,"SIHVONEN, Matti"
66d84c8cf2daf46b31443d79,LINDBLOM,J.,"LINDBLOM, J."
66d84c8cf2daf46b31443d77,FINNBERG,Venni,"FINNBERG, Venni"
66d84c8cf2daf46b31443d78,HAKOSALO,Viljo Kullervo,"HAKOSALO, Viljo Kullervo"
66d84c8cf2daf46b31443d9d,ISO-LUKKARI,Vilho Paul Lennart,"ISO-LUKKARI, Vilho Paul Lennart"
66d84c8cf2daf46b31443d98,LEHTOSALO,Eero Mauri,"LEHTOSALO, Eero Mauri"
66d84c8cf2daf46b31443d9a,BERGMAN,Johan Edvard,"BERGMAN, Johan Edvard"
66d84c8cf2daf46b31443d9b,VALTONEN,Simo Antero,"VALTONEN, Simo Antero"
66d84c8cf2daf46b31443d99,LAAKSONEN,Yrjö Aleksander,"LAAKSONEN, Yrjö Aleksander"
66d84c8df2daf46b31443dbf,KEMPPAINEN,Urho Johannes,"KEMPPAINEN, Urho Johannes"
66d84c8df2daf46b31443dbe,HYVÖNEN,Armas Nikolai,"HYVÖNEN, Armas Nikolai"
66d84c8df2daf46b31443dbd,FROSTI,Arvo Antero,"FROSTI, Arvo Antero"
66d84c8df2daf46b31443dbb,ÄIJÄLÄ,Edvard,"ÄIJÄLÄ, Edvard"
66d84c8df2daf46b31443dbc,LAAKSONEN,Pauli Vihtori,"LAAKSONEN, Pauli Vihtori"
66d84c8df2daf46b31443de1,HUHTALA,Jaakko,"HUHTALA, Jaakko"
66d84c8df2daf46b31443dde,NIKULA,Anton,"NIKULA, Anton"
66d84c8df2daf46b31443ddf,VESALA,Lennart,"VESALA, Lennart"
66d84c8df2daf46b31443de5,ÄIKÄS,Mikko,"ÄIKÄS, Mikko"
66d84c8df2daf46b31443de0,KEIJONEN,Eino,"KEIJONEN, Eino"
66d84c8df2daf46b31443e03,TENHO,Kaarlo Henrik,"TENHO, Kaarlo Henrik"
66d84c8df2daf46b31443e04,TUOMI,Matti Erland,"TUOMI, Matti Erland"
66d84c8df2daf46b31443e01,KAARLAS,Sten Arvid,"KAARLAS, Sten Arvid"
66d84c8df2daf46b31443e02,EKBERG,Thorolf Birger Jarl,"EKBERG, Thorolf Birger Jarl"
66d84c8df2daf46b31443e06,KOIVUNIEMI,Eino,"KOIVUNIEMI, Eino"
66d84c8df2daf46b31443e26,PYKÄLÄINEN,Yrjö Pellervo,"PYKÄLÄINEN, Yrjö Pellervo"
66d84c8df2daf46b31443e29,PÄRNITS,Johan,"PÄRNITS, Johan"
66d84c8df2daf46b31443e28,LUHA,Adolf,"LUHA, Adolf"
66d84c8df2daf46b31443e25,LÕHMUS,Jakob,"LÕHMUS, Jakob"
66d84c8df2daf46b31443e24,NIGGOL,Arnold,"NIGGOL, Arnold"
66d84c8ef2daf46b31443e47,HANSAR,Paul-Johannes,"HANSAR, Paul-Johannes"
66d84c8ef2daf46b31443e49,PETERS,Peeter,"PETERS, Peeter"
66d84c8ef2daf46b31443e48,ALJES,Peeter,"ALJES, Peeter"
66d84c8ef2daf46b31443e4c,PREEDIS,Paul-Voldemar,"PREEDIS, Paul-Voldemar"
66d84c8ef2daf46b31443e4b,KÜNNAPUU,Arthur-Nicolai,"KÜNNAPUU, Arthur-Nicolai"
66d84c8ef2daf46b31443e6d,PÕLD,Johan,"PÕLD, Johan"
66d84c8ef2daf46b31443e6c,RIIDOLIN,Hendrik,"RIIDOLIN, Hendrik"
66d84c8ef2daf46b31443e6a,HIRT,Roman,"HIRT, Roman"
66d84c8ef2daf46b31443e6b,ROGER,Paul-Nikolai,"ROGER, Paul-Nikolai"
66d84c8ef2daf46b31443e6e,LUDVIG,Johannes,"LUDVIG, Johannes"
66d84c8ef2daf46b31443e8d,LEMANN,Herbert-Michael,"LEMANN, Herbert-Michael"
66d84c8ef2daf46b31443e8f,VENT,Julius-Theodor,"VENT, Julius-Theodor"
66d84c8ef2daf46b31443e8e,TRUSKA,Julius,"TRUSKA, Julius"
66d84c8ef2daf46b31443e91,ZIMMERMANN,Georg,"ZIMMERMANN, Georg"
66d84c8ef2daf46b31443e90,ARDEL,Karl,"ARDEL, Karl"
66d84c8ef2daf46b31443eb2,PIIP,Nikolai,"PIIP, Nikolai"
66d84c8ef2daf46b31443eb1,PARTS,Gustav,"PARTS, Gustav"
66d84c8ef2daf46b31443eb0,RESEV,Karla,"RESEV, Karla"
66d84c8ef2daf46b31443eb4,SPAIDEL,Otto,"SPAIDEL, Otto"
66d84c8ef2daf46b31443eba,HAHN,Johan-Heinrich,"HAHN, Johan-Heinrich"
66d84c8ff2daf46b31443ed3,RAAV,Aleksander,"RAAV, Aleksander"
66d84c8ff2daf46b31443ed6,VALK,Hans,"VALK, Hans"
66d84c8ff2daf46b31443ed4,JUURIKAS,Gustav-Emil,"JUURIKAS, Gustav-Emil"
66d84c8ff2daf46b31443ed7,VAINDORFF,Vilhelm-Martin,"VAINDORFF, Vilhelm-Martin"
66d84c8ff2daf46b31443ed5,EKBAUM,August,"EKBAUM, August"
66d84c8ff2daf46b31443ef9,SÕBER,Karl,"SÕBER, Karl"
66d84c8ff2daf46b31443ef7,SAE,August,"SAE, August"
66d84c8ff2daf46b31443ef8,KARKLIN,Alfred-Georg,"KARKLIN, Alfred-Georg"
66d84c8ff2daf46b31443ef6,RIIT,Hugo,"RIIT, Hugo"
66d84c8ff2daf46b31443efa,ENDE,Richard,"ENDE, Richard"
66d84c8ff2daf46b31443f19,RANDES,Arand,"RANDES, Arand"
66d84c8ff2daf46b31443f1b,RANNASTU,Eerik,"RANNASTU, Eerik"
66d84c8ff2daf46b31443f1a,OSTRAT,John,"OSTRAT, John"
66d84c8ff2daf46b31443f1c,ZIEHR,Oskar-Franz-Reinhold,"ZIEHR, Oskar-Franz-Reinhold"
66d84c8ff2daf46b31443f1d,KRISTIANSEN,Johannes,"KRISTIANSEN, Johannes"
66d84c90f2daf46b31443f3f,DRELL,August-Ulrich,"DRELL, August-Ulrich"
66d84c90f2daf46b31443f3d,REINSON,Otto,"REINSON, Otto"
66d84c90f2daf46b31443f3c,ROOSMANN,Georg-Eduard,"ROOSMANN, Georg-Eduard"
66d84c90f2daf46b31443f3e,PETERS,Albert,"PETERS, Albert"
66d84c90f2daf46b31443f40,TAMM,Aleksander,"TAMM, Aleksander"
66d84c90f2daf46b31443f5f,PÄRNASALU,August,"PÄRNASALU, August"
66d84c90f2daf46b31443f60,LUIGA,Johannes,"LUIGA, Johannes"
66d84c90f2daf46b31443f61,HAKK,Hugo-Voldemar,"HAKK, Hugo-Voldemar"
66d84c90f2daf46b31443f62,MULDAU,Jüri von,"MULDAU, Jüri von"
66d84c90f2daf46b31443f63,PEEBUS,Eerik,"PEEBUS, Eerik"
66d84c90f2daf46b31443f84,TOMSON,Johannes,"TOMSON, Johannes"
66d84c90f2daf46b31443f82,SEMPELSON,Juhan,"SEMPELSON, Juhan"
66d84c90f2daf46b31443f85,SABURI,Rudolf,"SABURI, Rudolf"
66d84c90f2daf46b31443f83,SAAL,Anton,"SAAL, Anton"
66d84c90f2daf46b31443f86,NEPS,Karl,"NEPS, Karl"
66d84c90f2daf46b31443fa8,ELBRECHT,Alfred,"ELBRECHT, Alfred"
66d84c90f2daf46b31443fa5,HIRVE,Vladimir,"HIRVE, Vladimir"
66d84c90f2daf46b31443fa6,IRV,Anton,"IRV, Anton"
66d84c90f2daf46b31443fa7,SABOLOTNY,Reinhold,"SABOLOTNY, Reinhold"
66d84c90f2daf46b31443fa9,RATASSEPP,Jüri-Robert,"RATASSEPP, Jüri-Robert"
66d84c91f2daf46b31443fc8,KUPERJANOV,Julius,"KUPERJANOV, Julius"
66d84c91f2daf46b31443fcb,ELLER,Oskar,"ELLER, Oskar"
66d84c91f2daf46b31443fca,JÜRGENS,Erik,"JÜRGENS, Erik"
66d84c91f2daf46b31443fd0,ÕUNAPUU,Anton,"ÕUNAPUU, Anton"
66d84c91f2daf46b31443fc9,TABUR,Jakob,"TABUR, Jakob"
66d84c91f2daf46b31443ff0,VEBER,Friedrich-Leonhard,"VEBER, Friedrich-Leonhard"
66d84c91f2daf46b31443fee,PRIGGO,Paul-Johannes,"PRIGGO, Paul-Johannes"
66d84c91f2daf46b31443fed,JUKK,Johannes,"JUKK, Johannes"
66d84c91f2daf46b31443fec,JÜRGENSON,Eduard-Mart,"JÜRGENSON, Eduard-Mart"
66d84c91f2daf46b31443fef,VÄLJAOTS,Johannes,"VÄLJAOTS, Johannes"
66d84c91f2daf46b31444012,PENDIS,Johan,"PENDIS, Johan"
66d84c91f2daf46b3144400f,ONIKS,Johannes-Simon,"ONIKS, Johannes-Simon"
66d84c91f2daf46b31444014,TULMIN,Karl,"TULMIN, Karl"
66d84c91f2daf46b31444013,KRUUSMANN,Jüri,"KRUUSMANN, Jüri"
66d84c91f2daf46b31444010,VREEMANN,Friedrich,"VREEMANN, Friedrich"
66d84c92f2daf46b31444033,JÜRGENS,Arnold-Johannes,"JÜRGENS, Arnold-Johannes"
66d84c92f2daf46b31444034,AGGER,Georg-Voldemar,"AGGER, Georg-Voldemar"
66d84c92f2daf46b31444035,LILJENCRANTZ,Sven Henrik August Wilhelm Albert,"LILJENCRANTZ, Sven Henrik August Wilhelm Albert"
66d84c92f2daf46b31444032,DANE,Einar,"DANE, Einar"
66d84c92f2daf46b31444036,TAMMELIN,Harry Eugen,"TAMMELIN, Harry Eugen"
66d84c92f2daf46b31444057,JOHANSSON,Arvid,"JOHANSSON, Arvid"
66d84c92f2daf46b31444056,NYHOLM,Christian Valdemar,"NYHOLM, Christian Valdemar"
66d84c92f2daf46b31444058,SAMZELIUS,Bo Gunnar Bertil,"SAMZELIUS, Bo Gunnar Bertil"
66d84c92f2daf46b31444055,LISELL,Per,"LISELL, Per"
66d84c92f2daf46b31444059,WIBERG,Erik Viking Garibaldi,"WIBERG, Erik Viking Garibaldi"
66d84c92f2daf46b3144407b,THEANDER,Josef Lorenz,"THEANDER, Josef Lorenz"
66d84c92f2daf46b3144407a,ANDERSEN,Harald Charles,"ANDERSEN, Harald Charles"
66d84c92f2daf46b3144407c,HOLSTEIN,Ernst Emil,"HOLSTEIN, Ernst Emil"
66d84c92f2daf46b31444078,HANSEN,Kai Louis,"HANSEN, Kai Louis"
66d84c92f2daf46b31444079,KLINGEMANN,Otto Christian Viggo,"KLINGEMANN, Otto Christian Viggo"
66d84c92f2daf46b3144409f,ZELTNER,Knud Valdemar,"ZELTNER, Knud Valdemar"
66d84c92f2daf46b3144409b,THEILMANN,Axel,"THEILMANN, Axel"
66d84c92f2daf46b3144409d,STEFFENSEN,Vagn Stephani Læsøe,"STEFFENSEN, Vagn Stephani Læsøe"
66d84c92f2daf46b3144409e,OPFFER,Søren Christian,"OPFFER, Søren Christian"
66d84c92f2daf46b3144409c,BEYER,Christian August,"BEYER, Christian August"
66d84c93f2daf46b314440c0,LARSEN,Alfred Lauritz,"LARSEN, Alfred Lauritz"
66d84c93f2daf46b314440bf,KOFOED,Hans Oscar,"KOFOED, Hans Oscar"
66d84c93f2daf46b314440be,COUR,Charles Theodor Dornonville,"COUR, Charles Theodor Dornonville"
66d84c93f2daf46b314440c2,MORTENSEN,Jens Martinus,"MORTENSEN, Jens Martinus"
66d84c93f2daf46b314440c1,POULSEN,Alfred Johannes,"POULSEN, Alfred Johannes"
66d84c93f2daf46b314440e4,MUNCH-ANDERSEN,Erik Hansen,"MUNCH-ANDERSEN, Erik Hansen"
66d84c93f2daf46b314440e2,GELDORF,Peter Viggo,"GELDORF, Peter Viggo"
66d84c93f2daf46b314440e1,BORGELIN,Richard-Gustav,"BORGELIN, Richard-Gustav"
66d84c93f2daf46b314440e6,THORBJØRNSEN,Jens Vilhelm,"THORBJØRNSEN, Jens Vilhelm"
66d84c93f2daf46b314440e5,PERONARD,Erneste,"PERONARD, Erneste"
66d84c93f2daf46b31444104,LARSEN,Hans Christian Lauritz,"LARSEN, Hans Christian Lauritz"
66d84c93f2daf46b31444107,OLSSON,Axel Oskar Valdemar,"OLSSON, Axel Oskar Valdemar"
66d84c93f2daf46b31444106,HANSEN,Axel Harald,"HANSEN, Axel Harald"
66d84c93f2daf46b31444105,KRAUSE,Charles Alfred,"KRAUSE, Charles Alfred"
66d84c93f2daf46b31444109,JENSEN,Hans Christian,"JENSEN, Hans Christian"
66d84c94f2daf46b31444127,JENSEN,Iver Friederich,"JENSEN, Iver Friederich"
66d84c94f2daf46b31444128,HARVEY,Charles,"HARVEY, Charles"
66d84c94f2daf46b31444129,DALLEY,Robery,"DALLEY, Robery"
66d84c94f2daf46b3144412a,HINCHCLIFFE,Alfred,"HINCHCLIFFE, Alfred"
66d84c94f2daf46b3144412e,SMITH,William George,"SMITH, William George"
66d84c94f2daf46b3144414e,BREMNER,Alexander Richard,"BREMNER, Alexander Richard"
66d84c94f2daf46b3144414a,McVEIGH,Samuel,"McVEIGH, Samuel"
66d84c94f2daf46b3144414f,SCALES,Walter Montague,"SCALES, Walter Montague"
66d84c94f2daf46b3144414d,TIDY,Alfred William Henry,"TIDY, Alfred William Henry"
66d84c94f2daf46b3144414c,WHYTE,William Eric,"WHYTE, William Eric"
66d84c94f2daf46b3144416e,THATCHER,Francis Leslie Howe,"THATCHER, Francis Leslie Howe"
66d84c94f2daf46b3144416d,SADLER,Harry Eric,"SADLER, Harry Eric"
66d84c94f2daf46b31444173,CLARKE,Edwyn Thomas,"CLARKE, Edwyn Thomas"
66d84c94f2daf46b3144416f,PRATTEN,Robert George,"PRATTEN, Robert George"
66d84c94f2daf46b31444170,PIPER,Albert Victor,"PIPER, Albert Victor"
66d84c94f2daf46b31444190,MASTERS,Baden Marples,"MASTERS, Baden Marples"
66d84c94f2daf46b31444191,GASCOYNE,Vernon Fisher,"GASCOYNE, Vernon Fisher"
66d84c94f2daf46b31444195,DUNKLEY,Henry John,"DUNKLEY, Henry John"
66d84c94f2daf46b31444192,STEPHENS,Francis Edward,"STEPHENS, Francis Edward"
66d84c94f2daf46b31444193,REYNISH,Benjamin,"REYNISH, Benjamin"
66d84c95f2daf46b314441b6,YEOMAN,Ernest,"YEOMAN, Ernest"
66d84c95f2daf46b314441b3,HOLMES,Sidney Davison,"HOLMES, Sidney Davison"
66d84c95f2daf46b314441b4,HOCKENSMITH,Roy K.,"HOCKENSMITH, Roy K."
66d84c95f2daf46b314441b7,BRIDWELL,Rosser Evans,"BRIDWELL, Rosser Evans"
66d84c95f2daf46b314441b5,VOYES,Marcel Raymond,"VOYES, Marcel Raymond"
66d84c95f2daf46b314441d7,MAURER,Herbert-Alfred-Eduard,"MAURER, Herbert-Alfred-Eduard"
66d84c95f2daf46b314441d8,MIRKA,Andres,"MIRKA, Andres"
66d84c95f2daf46b314441d9,VILLUP,August,"VILLUP, August"
66d84c95f2daf46b314441d6,KADAK,Jaan,"KADAK, Jaan"
66d84c95f2daf46b314441da,ALT,Martin,"ALT, Martin"
66d84c95f2daf46b314441fd,SÄRGAVA,Otto,"SÄRGAVA, Otto"
66d84c95f2daf46b314441f9,MEKLER,Johannes,"MEKLER, Johannes"
66d84c95f2daf46b314441fa,EIMRE,Erich-Johannes,"EIMRE, Erich-Johannes"
66d84c95f2daf46b314441fb,VAIGU,Juhan,"VAIGU, Juhan"
66d84c95f2daf46b314441fc,HENDERSON,Loy Wesley,"HENDERSON, Loy Wesley"
66d84c95f2daf46b3144421f,POLLATTS,George,"POLLATTS, George"
66d84c95f2daf46b3144421c,TRYON,Lewis Royer,"TRYON, Lewis Royer"
66d84c96f2daf46b31444221,WHITAKER,J. Atwood,"WHITAKER, J. Atwood"
66d84c95f2daf46b3144421d,RINDGE,Harry C.,"RINDGE, Harry C."
66d84c96f2daf46b31444222,MASSEY,S. P.,"MASSEY, S. P."
66d84c96f2daf46b3144423f,BROWNE,Jay F.,"BROWNE, Jay F."
66d84c96f2daf46b31444242,MALCOLM,J. V.,"MALCOLM, J. V."
66d84c96f2daf46b31444241,BUTLER,Lee D.,"BUTLER, Lee D."
66d84c96f2daf46b31444245,SMITH,Willard Carl,"SMITH, Willard Carl"
66d84c96f2daf46b31444244,ROGERS,B. G.,"ROGERS, B. G."
66d84c96f2daf46b31444266,NORBECK,Hugo Rudolf,"NORBECK, Hugo Rudolf"
66d84c96f2daf46b31444262,LASSUS,Raoul de,"LASSUS, Raoul de"
66d84c96f2daf46b31444263,CAZ,David,"CAZ, David"
66d84c96f2daf46b31444264,KAY,W.,"KAY, W."
66d84c96f2daf46b31444265,HEURLIN,Maunu Ossian af,"HEURLIN, Maunu Ossian af"
66d84c96f2daf46b31444285,LAGERSTRÖM,Agnes,"LAGERSTRÖM, Agnes"
66d84c96f2daf46b31444287,KALPA,Kaarlo Ilmari,"KALPA, Kaarlo Ilmari"
66d84c96f2daf46b31444286,RUNKO,Petter Johannes,"RUNKO, Petter Johannes"
66d84c96f2daf46b31444289,POHJALA,Kyllikki,"POHJALA, Kyllikki"
66d84c96f2daf46b31444288,ANTIKAINEN,Suoma Aura,"ANTIKAINEN, Suoma Aura"
66d84c97f2daf46b314442ab,TOIVONEN,Alli,"TOIVONEN, Alli"
66d84c97f2daf46b314442a9,ESKELINEN,Liina,"ESKELINEN, Liina"
66d84c97f2daf46b314442aa,BURGMAN,Iida Johanna,"BURGMAN, Iida Johanna"
66d84c97f2daf46b314442a8,PÅHLSSON,Anna Emilia,"PÅHLSSON, Anna Emilia"
66d84c97f2daf46b314442ac,RAUTANEN,Maria Wilhelmiina,"RAUTANEN, Maria Wilhelmiina"
66d84c97f2daf46b314442cd,SEPPÄLÄ,Aappo Aarne,"SEPPÄLÄ, Aappo Aarne"
66d84c97f2daf46b314442cb,MELARTIN,Kaarlo Joonatan,"MELARTIN, Kaarlo Joonatan"
66d84c97f2daf46b314442cc,KALLIOINEN,Lauri,"KALLIOINEN, Lauri"
66d84c97f2daf46b314442ce,HIPPIUS,Elfrida von,"HIPPIUS, Elfrida von"
66d84c97f2daf46b314442cf,RAMSAY,Dagmar Natalie,"RAMSAY, Dagmar Natalie"
66d84c97f2daf46b314442f5,LODE,Torsten Leonhard,"LODE, Torsten Leonhard"
66d84c97f2daf46b314442f1,WESTENHOLZ,Aage,"WESTENHOLZ, Aage"
66d84c97f2daf46b314442f0,FORSELLES,Jenny Mathilda af,"FORSELLES, Jenny Mathilda af"
66d84c97f2daf46b314442ee,JALASMAA,Hilda Maria,"JALASMAA, Hilda Maria"
66d84c97f2daf46b314442ef,FRISK,Minna,"FRISK, Minna"
66d84c97f2daf46b31444311,PUOLANNE,Maria Alexandra,"PUOLANNE, Maria Alexandra"
66d84c97f2daf46b31444313,LOUHIVUORI,Hilja Siviä,"LOUHIVUORI, Hilja Siviä"
66d84c97f2daf46b31444315,HEURLIN,Paula af,"HEURLIN, Paula af"
66d84c97f2daf46b31444312,LEPISTÖ,Erkki,"LEPISTÖ, Erkki"
66d84c97f2daf46b31444314,SINERVÄ,Anders Uuno,"SINERVÄ, Anders Uuno"
66d84c98f2daf46b31444334,HOLMSTRÖM,Henrik Ossi,"HOLMSTRÖM, Henrik Ossi"
66d84c98f2daf46b31444338,KOIVUKOSKI,Juho,"KOIVUKOSKI, Juho"
66d84c98f2daf46b31444335,KUUSSAARI,Eero Vilho,"KUUSSAARI, Eero Vilho"
66d84c98f2daf46b31444336,PUUSTINEN,Viljo Ilmari,"PUUSTINEN, Viljo Ilmari"
66d84c98f2daf46b31444337,KAILA,Elmo Edvard,"KAILA, Elmo Edvard"
66d84c98f2daf46b3144435a,WÄLIKANGAS,Eino,"WÄLIKANGAS, Eino"
66d84c98f2daf46b31444358,NUUTINMÄKI,Eino Oskari,"NUUTINMÄKI, Eino Oskari"
66d84c98f2daf46b31444359,RÖNNLUND,Eino Jakob,"RÖNNLUND, Eino Jakob"
66d84c98f2daf46b31444357,MYLLYLÄ,Juho Jaakko,"MYLLYLÄ, Juho Jaakko"
66d84c98f2daf46b3144435b,OJANSUU,Heikki August,"OJANSUU, Heikki August"
66d84c98f2daf46b3144437c,KLEMETTI,Heikki Valentin,"KLEMETTI, Heikki Valentin"
66d84c98f2daf46b3144437d,SALMINEN,Väino William,"SALMINEN, Väino William"
66d84c98f2daf46b3144437f,KETTUNEN,Hilja Armida,"KETTUNEN, Hilja Armida"
66d84c98f2daf46b3144437a,AUER,Ilmari,"AUER, Ilmari"
66d84c98f2daf46b3144437b,OTTELIN,Einar Arno,"OTTELIN, Einar Arno"
66d84c99f2daf46b314443a1,ERKKO,Maria Aurora,"ERKKO, Maria Aurora"
66d84c99f2daf46b314443a0,WUORENHEIMO,Agnes Augusta Charlotta,"WUORENHEIMO, Agnes Augusta Charlotta"
66d84c99f2daf46b3144439d,HAGAN,Lyyli Ingrid,"HAGAN, Lyyli Ingrid"
66d84c99f2daf46b3144439f,YRJÖ-KOSKINEN,Toini Maria,"YRJÖ-KOSKINEN, Toini Maria"
66d84c99f2daf46b3144439e,FORSMAN,Hilma Aleksandra,"FORSMAN, Hilma Aleksandra"
66d84c99f2daf46b314443c0,LAIHIA,Sandra,"LAIHIA, Sandra"
66d84c99f2daf46b314443c2,TUOMINEN,Toivo Ilmari,"TUOMINEN, Toivo Ilmari"
66d84c99f2daf46b314443c4,CEDERBERG,Otto-Elias,"CEDERBERG, Otto-Elias"
66d84c99f2daf46b314443c1,TARKKA,Aili,"TARKKA, Aili"
66d84c99f2daf46b314443c3,LIPPONEN,Anna,"LIPPONEN, Anna"
66d84c99f2daf46b314443e3,HJELT,Vera Augusta,"HJELT, Vera Augusta"
66d84c99f2daf46b314443e5,HILDÉN,Hannes,"HILDÉN, Hannes"
66d84c99f2daf46b314443e7,OKSANEN,Olli Adolf Jeremias,"OKSANEN, Olli Adolf Jeremias"
